id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
696037,"3 Bedrooms, 2 blocks from Polanco - ALL RENOVATED!",3531879,Gonzalo & Sandra,,Miguel Hidalgo,19.44284,-99.18504,Entire home/apt,1462,24,35,2019-02-09,0.40,3,237
697933,The Suites of Villa Mural; The Fantastic Suite S1,519159,Jorge & Monnah,,Miguel Hidalgo,19.40186,-99.18326,Entire home/apt,918,4,34,2018-08-12,0.40,12,28
704761,The Suites of Villa Mural; The Amazing Suite S3,519159,Jorge & Monnah,,Miguel Hidalgo,19.4019,-99.18309,Entire home/apt,918,4,29,2018-08-12,0.33,12,28
704779,"SECURE BEST LOCATION City Center, Tours. Lap Pool",2872228,Bruce,,Cuauhtémoc,19.43056,-99.14725,Entire home/apt,1143,3,14,2019-12-02,0.18,19,247
712611,New Home sweet Home Roma/Condesa,3648353,Eduardo,,Cuauhtémoc,19.41031,-99.16434,Entire home/apt,1218,2,165,2020-01-12,1.93,1,48
714392,Suite en Polanco con encanto :D,3477536,Claudia,,Miguel Hidalgo,19.43648,-99.18578,Entire home/apt,656,3,70,2019-09-30,0.80,1,297
717874,bachelor for rent,3701050,Jorge Mario,,Cuauhtémoc,19.4117,-99.17821,Private room,1312,1,0,,,1,365
728372,Casa Indigo in the Center DF groups until 29 Pers,3777702,Abraham,,Cuauhtémoc,19.44371,-99.14442,Entire home/apt,3167,1,99,2019-01-16,1.12,6,342
729898,HEART OF CONDESA  ART DECO BUILDING,1288063,Rodolfo & Francisco,,Cuauhtémoc,19.41374,-99.16664,Entire home/apt,1687,1,262,2020-01-19,3.03,17,320
736107,Best Location at La Roma-Condesa,3800330,Yas,,Cuauhtémoc,19.42397,-99.15571,Entire home/apt,1087,3,253,2019-09-11,3.46,1,2
737328,Business Suite BEIGE near Reforma,3850198,Hermann,,Cuauhtémoc,19.42992,-99.16958,Hotel room,1031,3,19,2019-12-29,0.22,10,346
741557,Business Suite ORANGE near Reforma,3850198,Hermann,,Cuauhtémoc,19.43034,-99.16985,Entire home/apt,1031,5,6,2017-12-21,0.07,10,267
741564,A great place to be. ONE,3881522,Misantla,,Cuauhtémoc,19.40574,-99.15776,Private room,356,4,82,2018-03-18,0.96,3,1
741663,Beautiful full furnished apartmente,3882003,Vera,,Cuajimalpa de Morelos,19.36561,-99.27728,Entire home/apt,1124,360,0,,,1,365
757338,"5 rooms common areas, private residence",3991683,Leonora,,Coyoacán,19.34424,-99.16949,Hotel room,3092,3,32,2020-01-01,0.37,6,352
758602,In the best location in Mexico,3996052,Ivonne,,Benito Juárez,19.37498,-99.18241,Private room,693,1,0,,,1,362
760912,"Stylish bachelor pad in La Roma, DF",3817743,Max,,Cuauhtémoc,19.40975,-99.1621,Private room,750,1,5,2016-01-30,0.06,1,363
773150,LOVELY LITTLE HOUSE COYOACAN,4079778,Rosa Maria,,Coyoacán,19.34604,-99.15938,Entire home/apt,843,3,12,2018-11-19,0.15,5,307
783080,Nice quiet room in a lovely house!!,1767559,Anna,,La Magdalena Contreras,19.33166,-99.21412,Private room,562,1,1,2015-06-26,0.02,2,365
783480,"Area Sta.Fe,IberoABC Hospital Rooms",4129056,Janet,,Cuajimalpa de Morelos,19.35213,-99.28565,Private room,356,2,27,2019-11-30,0.38,2,362
783609,Apartment 3 blocks from Bellas Arte,4131894,Francisco Fidel,,Cuauhtémoc,19.43345,-99.13883,Entire home/apt,1762,3,70,2020-01-05,2.64,1,353
783919,La Mexicana- LGBTTTIQA & Women Only,4133627,Ever,,Cuajimalpa de Morelos,19.3602,-99.27062,Entire home/apt,1499,90,29,2018-08-03,0.34,3,364
784107,Lovely  bedroom in Roma-Condesa,3126571,Andrea,,Cuauhtémoc,19.41678,-99.17071,Private room,394,2,56,2019-06-09,0.71,2,54
796477,Classic but Modern Apartment,4195771,Jair,,Cuauhtémoc,19.41633,-99.17505,Private room,431,2,136,2019-11-14,2.19,1,206
822005,AMAZING LOFT in the heart of CDMX,4316391,Alejandro,,Miguel Hidalgo,19.40321,-99.17758,Entire home/apt,1068,4,46,2019-11-28,0.59,1,329
824016,Suite 5 - Suites Condesa Mexico,4326326,Rodrigo,,Cuauhtémoc,19.40846,-99.17346,Entire home/apt,900,4,46,2019-11-07,0.59,6,297
826691,Suite 7 - Suites Condesa Mexico,4326326,Rodrigo,,Cuauhtémoc,19.41016,-99.1739,Entire home/apt,806,3,18,2019-05-11,0.24,6,297
826760,Suite 12 - Suites Condesa Mexico,4326326,Rodrigo,,Cuauhtémoc,19.40997,-99.17277,Entire home/apt,993,4,15,2019-12-26,0.18,6,321
828714,Apartment with Internet & 2 cable TV's,4344353,Miriam,,Coyoacán,19.34277,-99.15553,Entire home/apt,1406,1,25,2018-05-21,0.62,1,252
832805,Casa Indigo in the Center Mex City 10-29 Persons,3777702,Abraham,,Cuauhtémoc,19.44286,-99.14719,Entire home/apt,3167,1,122,2019-12-27,1.42,6,342
840176,department only men share,2828190,Alejandro,,Miguel Hidalgo,19.41007,-99.19358,Private room,300,1,0,,,3,365
844818,Well located on calm neighborhood,4410326,Fernando,,Benito Juárez,19.38265,-99.18203,Private room,469,2,8,2019-11-24,0.09,1,269
858277,"Beautiful, Big apartment, Condesa,",3200155,Paulina,,Cuauhtémoc,19.41496,-99.17367,Entire home/apt,3148,3,134,2020-01-02,1.56,2,340
864999,"airy, lovely room in private residence, Girasol",3991683,Leonora,,Coyoacán,19.34392,-99.16939,Private room,431,3,19,2019-12-22,0.24,6,358
865012,Business Suite RED near Reforma Av.,3850198,Hermann,,Cuauhtémoc,19.42994,-99.16954,Hotel room,1031,3,26,2019-03-20,0.31,10,353
865017,"Lovely comfortable room facing garden, Coyoacán",3991683,Leonora,,Coyoacán,19.34434,-99.17107,Private room,487,3,5,2019-08-30,0.06,6,365
865034,"Delightful comfortable garden room, Dalia",3991683,Leonora,,Coyoacán,19.34417,-99.16981,Private room,487,3,3,2014-03-04,0.04,6,364
865045,"Delightful room facing garden oasis, Jacaranda",3991683,Leonora,,Coyoacán,19.34538,-99.17121,Hotel room,543,3,11,2019-08-31,0.13,6,358
865070,"Lovely comfortable room facing garden, Alcatraz",3991683,Leonora,,Coyoacán,19.34562,-99.17087,Hotel room,506,3,6,2020-01-14,0.08,6,365
868843,Business Suite PURPLE near Reforma,3850198,Hermann,,Cuauhtémoc,19.43099,-99.17047,Hotel room,937,4,27,2020-01-19,0.40,10,324
868986,Business Suite BLUE near Reforma Av,3850198,Hermann,,Cuauhtémoc,19.43038,-99.16972,Entire home/apt,937,4,11,2019-12-30,0.13,10,267
869063,Business Suite BLACK near Reforma,3850198,Hermann,,Cuauhtémoc,19.42984,-99.16936,Hotel room,937,3,15,2020-01-23,0.30,10,352
883511,Casa Indigo for Big Groups The Center of Mex. City,3777702,Abraham,,Cuauhtémoc,19.44199,-99.14654,Entire home/apt,3167,1,167,2019-10-06,1.96,6,342
896522,"592 ft at Downtown, Mexico City",4647293,Martina,,Cuauhtémoc,19.43644,-99.13434,Entire home/apt,1031,28,171,2020-01-21,2.04,4,334
911088,Se renta habitación en el centro,2875548,Martha,,Cuauhtémoc,19.4245,-99.13802,Private room,1274,1,0,,,1,365
913084,15 blocks from Paseo de la Reforma,4647293,Martina,,Miguel Hidalgo,19.43982,-99.17104,Entire home/apt,337,1,108,2019-12-20,1.33,4,338
931771,"Room in Mexico City, Coyoacan.",5019262,Bruni,,Coyoacán,19.32667,-99.14259,Private room,262,1,2,2019-07-03,0.29,1,365
939721,Radiant Apartment with Terrace in Roma Norte (1/4),4821807,Alex,,Cuauhtémoc,19.42121,-99.15498,Entire home/apt,1593,3,387,2020-01-09,4.68,6,284
940123,Centro Historico - The Full Studio,3285196,Juan Carlos,,Cuauhtémoc,19.43245,-99.13868,Entire home/apt,1218,2,284,2019-12-16,3.42,7,327
958470,Studio with Bath in Etiopia,5215017,Javier,,Benito Juárez,19.39332,-99.16233,Shared room,23819,1,0,,,1,365
980600,HABITACION CON BAÑO IND AEROPUERTO ,4157866,Fabeli,,Venustiano Carranza,19.41583,-99.08718,Private room,375,1,46,2019-12-01,0.63,2,25
997247,NEW! HISTORIC BUILDING -BEST STREET,5479592,Lorenzo,,Cuauhtémoc,19.41612,-99.16015,Entire home/apt,1743,2,323,2020-01-09,3.96,1,329
1001517,Colonial House Downtown Coyoacan,5507751,Arlette And Fernando,,Coyoacán,19.34592,-99.1597,Entire home/apt,2268,2,69,2019-11-04,0.86,3,320
1007174,Private en suite in City house,5540061,Julian,,Cuauhtémoc,19.43918,-99.15518,Private room,750,3,9,2017-10-01,0.11,1,363
1011428,PLAZA DEL ARCÁNGEL EN SAN ÁNGEL,5307709,Rosa María,,Álvaro Obregón,19.34377,-99.19288,Entire home/apt,5809,7,15,2019-12-02,0.19,1,217
1013504,"OASIS IN COYOACAN, SHARED HOUSE",1664327,Edoardo,,Coyoacán,19.33983,-99.18266,Private room,300,2,41,2020-01-12,0.54,2,199
1019309,Centrally located CBD Polanco / Pool / 50Mbps-HBO,3151394,Monica,,Miguel Hidalgo,19.4437,-99.20217,Entire home/apt,993,2,62,2020-01-05,0.95,2,365
1022380,Feel the Magic of Mexico City from this Duplex Loft,3285196,Juan Carlos,,Cuauhtémoc,19.43234,-99.13881,Entire home/apt,1743,3,275,2020-01-06,3.33,7,315
1051636,Chilango chic: room in cozy apartment Condesa DF,1809694,Deborah,,Cuauhtémoc,19.40738,-99.16861,Private room,731,2,23,2018-11-20,0.29,1,364
1056473,Beautiful Apartment CONDESA - ROMA NORTE,403236,Delia,,Cuauhtémoc,19.41693,-99.17625,Entire home/apt,2436,3,162,2020-01-20,3.99,2,4
1066945,"Villa Alfonsina, Heart of Coyoacan",5870021,Minerva,,Coyoacán,19.35371,-99.16292,Private room,731,2,143,2018-09-22,1.89,5,365
1074844,LOCATION LOCATION!!!  IN THE MIDDLE OF EVERYTHING!,1288063,Rodolfo & Francisco,,Cuauhtémoc,19.43094,-99.16601,Entire home/apt,1780,1,198,2019-12-30,2.41,17,365
1079898,"Tlalpan,Close to TEC, private room.",1671446,Eugenia,,Tlalpan,19.28535,-99.16073,Private room,262,3,25,2019-10-17,0.32,4,365
1087636,Apartment at south of Mexico city,5975456,Pamela,,Coyoacán,19.30461,-99.18307,Private room,450,1,26,2019-11-29,0.42,1,362
1107463,Studio CONDESA Excellent Location,158585,Fernando,,Cuauhtémoc,19.41305,-99.17672,Private room,787,1,171,2019-10-05,2.12,9,0
1107979,Bedroom for rent,6083480,Juan Carlos,,Iztapalapa,19.3217,-99.09015,Private room,262,1,0,,,1,365
1110514,CONDESA Studio Quiet Street,158585,Fernando,,Cuauhtémoc,19.41362,-99.17602,Private room,656,1,175,2019-12-28,2.17,9,0
1118385,Apartment 5 mins. From AirPort.,6138136,Cristina,,Venustiano Carranza,19.41305,-99.08847,Private room,487,1,88,2019-11-18,1.19,1,338
1125048,Apartment well located in Mexico DF,6171755,Hector,,Benito Juárez,19.37205,-99.16908,Private room,1874,2,0,,,1,365
1129318,The Suites of Villa Mural; The Single's Studio,519159,Jorge & Monnah,,Miguel Hidalgo,19.40317,-99.18311,Entire home/apt,562,7,26,2019-05-05,0.33,12,29
1130658,"Comfort, convenience & security, all in one place",6203086,Jose,,Benito Juárez,19.36763,-99.17944,Entire home/apt,806,3,14,2019-07-23,0.19,3,249
1135302,"Location & security, double bedroom apartment",6203086,Jose,,Benito Juárez,19.36687,-99.17906,Private room,356,3,7,2018-08-11,0.14,3,250
1147080,Beautiful and comfortable bedroom ,727250,Shantall,,Tlalpan,19.30171,-99.21581,Private room,337,2,1,2015-09-20,0.02,1,365
1162686,Rento habitacion privada,6359246,José Héctor,,Miguel Hidalgo,19.42916,-99.20185,Private room,2249,1,0,,,1,365
1164876,Beautiful designer artists home..,212109,Trisha,,Coyoacán,19.35051,-99.15265,Entire home/apt,3973,10,6,2017-12-30,0.08,3,81
1167552,"Cuarto Amplio con Estudio, Roma DF.",6393641,José,,Cuauhtémoc,19.41491,-99.15684,Private room,618,3,96,2020-01-16,1.19,1,76
1170780,"Renew Room, near to Condesa",6409883,Pato,,Benito Juárez,19.39174,-99.18851,Private room,394,3,17,2019-04-28,0.24,2,357
1187817,Suite 1 - Suites Condesa Mexico,4326326,Rodrigo,,Cuauhtémoc,19.40877,-99.17381,Entire home/apt,806,180,50,2018-11-24,0.62,6,365
